time,open,high,low,close,EMA,MA,RSI
2016-11-19,12326629434,12443421831,12222881394,12341475117,9829566347,11219084129,69.1107712
2016-11-20,12361437488,12402016922,11675425464,11972000894,9850884104,11248610277,57.93128968
2016-11-21,11974830122,12175157215,11934334473,12149419296,9873755101,11283936121,61.17875543
2016-11-22,12152962685,12405515895,12064955325,12326572276,9898161242,11324823813,64.1542397
2016-11-23,12325824018,12347690880,12049120872,12234283585,9921406240,11360488902,61.50931215
2016-11-24,12230666959,12307886421,11975914534,12163419038,9943714825,11391976358,59.48146465
2016-11-25,12165154480,12254132204,12018641715,12225826991,9966422409,11424676383,60.7099572
2016-11-26,12222360984,12250654675,11922797745,12118973074,9987840824,11451903704,57.49563887
2016-11-27,12129242313,12161470073,12003777062,12032432870,10008185023,11474669554,54.95776426
2016-11-28,12030080552,12147498590,11949930145,12099710889,10028996226,11499180979,56.56298654
2016-11-29,12098337397,12148813667,12055887175,12090015854,10049503884,11522350974,56.25187714
2016-11-30,12094108391,12331110613,12068670156,12255586304,10071454953,11551105301,60.27079227
2016-12-01,12254105670,12508266933,12230672853,12432742571,10094950352,11585679311,64.07373556
2016-12-02,12434174422,12825988958,12402476344,12764746943,10121515492,11631917258,69.89054465
2016-12-03,12763085754,12786482048,12514482786,12634370615,10146519026,11671229154,65.41168253
2016-12-04,12648065371,12720986403,12569924281,12627539193,10171205793,11708731508,65.1759964
2016-12-05,12628139955,12657000237,12251963976,12431419724,10193695484,11737072223,58.64331512
2016-12-06,12430767069,12574056785,12372968809,12512078128,10216763968,11767464611,60.40123482
2016-12-07,12516230829,12735933338,12391466475,12624008159,10240716647,11801054554,62.76644378
2016-12-08,12621663169,12775436391,12575121872,12673996658,10264928388,11835287578,63.80619695
2016-12-09,12674898024,12785964154,12616113423,12714979690,10289307008,11869785308,64.67710185
2016-12-10,12716126329,12821326294,12670980718,12730887587,10313601342,11903554025,65.02885639
